4,1,1
5,1,1
9,1,1
19,1,1
26,1,1
28,1,1
34,1,1
35,1,1
37,1,1
43,1,1
49,1,1
52,1,1
58,1,1
64,1,1
68,1,1
76,1,1
77,1,1
13,2,1
15,2,1
16,2,-1
24,2,1
29,2,1
35,2,1
36,2,1
45,2,1
56,2,1
61,2,1
62,2,1
64,2,1
65,2,1
67,2,1
69,2,1
88,2,1
2,3,-1
9,3,1
14,3,1
16,3,-1
19,3,1
20,3,1
26,3,1
30,3,-1
32,3,1
41,3,-1
46,3,1
65,3,1
66,3,1
69,3,1
74,3,1
87,3,1
89,3,1
97,3,-1
10,4,1
19,4,1
26,4,1
65,4,1
95,4,1
2,5,-1
3,5,1
14,5,1
20,5,1
28,5,1
29,5,1
43,5,1
45,5,1
48,5,1
63,5,1
69,5,1
89,5,1
91,5,-1
94,5,-1
97,5,-1
11,6,1
26,6,1
28,6,1
32,6,1
33,6,1
47,6,1
71,6,1
75,6,1
76,6,1
80,6,1
82,6,1
83,6,1
90,6,1
11,7,1
13,7,1
23,7,1
31,7,1
36,7,1
39,7,1
46,7,1
55,7,1
65,7,1
87,7,1
94,7,-1
97,7,-1
100,7,1
18,8,1
50,8,1
54,8,-1
67,8,1
72,8,1
96,8,-1
99,8,1
3,9,1
19,9,1
33,9,1
43,9,1
44,9,1
49,9,1
60,9,-1
65,9,1
67,9,1
69,9,1
74,9,1
79,9,-1
81,9,1
96,9,-1
97,9,-1
1,10,1
4,10,1
8,10,1
9,10,1
26,10,1
51,10,1
63,10,1
65,10,1
67,10,1
73,10,1
78,10,1
81,10,1
83,10,1
85,10,1
89,10,1
24,11,1
31,11,1
64,11,1
75,11,1
82,11,1
83,11,1
3,12,1
13,12,1
14,12,1
21,12,1
61,12,1
72,12,1
87,12,1
2,13,-1
15,13,1
21,13,1
24,13,1
25,13,1
30,13,-1
36,13,1
46,13,1
56,13,1
63,13,1
65,13,1
68,13,1
74,13,1
76,13,1
82,13,1
96,13,-1
100,13,1
2,14,-1
15,14,1
17,14,1
20,14,1
51,14,1
60,14,-1
63,14,1
72,14,1
95,14,1
96,14,-1
6,15,1
8,15,1
10,15,1
13,15,1
14,15,1
19,15,1
22,15,1
27,15,1
41,15,-1
46,15,1
49,15,1
51,15,1
57,15,-1
66,15,1
72,15,1
73,15,1
78,15,1
81,15,1
86,15,1
88,15,1
91,15,-1
93,15,1
94,15,-1
95,15,1
100,15,1
2,16,-1
8,16,1
9,16,1
14,16,1
34,16,1
35,16,1
43,16,1
73,16,1
79,16,-1
90,16,1
13,17,1
25,17,1
30,17,-1
31,17,1
58,17,1
62,17,1
63,17,1
68,17,1
100,17,1
2,18,-1
11,18,1
15,18,1
22,18,1
27,18,1
29,18,1
42,18,1
43,18,1
61,18,1
62,18,1
73,18,1
81,18,1
92,18,-1
1,19,1
6,19,1
8,19,1
45,19,1
50,19,1
57,19,-1
73,19,1
76,19,1
77,19,1
79,19,-1
97,19,-1
14,20,1
24,20,1
46,20,1
47,20,1
49,20,1
60,20,-1
63,20,1
66,20,1
69,20,1
84,20,1
96,20,-1
8,21,1
14,21,1
15,21,1
53,21,1
66,21,1
94,21,-1
27,22,1
28,22,1
42,22,1
46,22,1
59,22,1
61,22,1
78,22,1
81,22,1
86,22,1
94,22,-1
96,22,-1
98,22,1
5,23,1
13,23,1
17,23,1
28,23,1
30,23,-1
38,23,1
42,23,1
45,23,1
46,23,1
47,23,1
68,23,1
79,23,-1
97,23,-1
6,24,1
32,24,1
60,24,-1
66,24,1
67,24,1
71,24,1
76,24,1
80,24,1
91,24,-1
92,24,-1
93,24,1
97,24,-1
31,25,1
35,25,1
43,25,1
51,25,1
54,25,-1
63,25,1
74,25,1
86,25,1
92,25,-1
1,26,1
10,26,1
11,26,1
18,26,1
37,26,1
46,26,1
57,26,-1
68,26,1
72,26,1
76,26,1
82,26,1
85,26,1
88,26,1
89,26,1
99,26,1
10,27,1
37,27,1
42,27,1
63,27,1
75,27,1
84,27,1
90,27,1
98,27,1
23,28,1
26,28,1
34,28,1
42,28,1
44,28,1
45,28,1
50,28,1
52,28,1
57,28,-1
62,28,1
68,28,1
76,28,1
7,29,1
11,29,1
22,29,1
26,29,1
28,29,1
36,29,1
37,29,1
38,29,1
40,29,1
45,29,1
62,29,1
84,29,1
85,29,1
92,29,-1
97,29,-1
99,29,1
12,30,1
13,30,1
17,30,1
23,30,1
28,30,1
31,30,1
36,30,1
55,30,1
61,30,1
68,30,1
94,30,-1
100,30,1
13,31,1
43,31,1
51,31,1
55,31,1
70,31,-1
74,31,1
94,31,-1
98,31,1
34,32,1
40,32,1
41,32,-1
44,32,1
47,32,1
50,32,1
59,32,1
71,32,1
74,32,1
77,32,1
80,32,1
91,32,-1
98,32,1
