5,1,1
6,1,1
24,1,1
43,1,1
45,1,1
51,1,1
54,1,1
61,1,1
77,1,1
91,1,1
94,1,1
95,1,1
34,2,1
37,2,-1
39,2,1
46,2,1
68,2,1
82,2,-1
85,2,1
92,2,-1
10,3,1
11,3,1
16,3,1
35,3,1
42,3,1
44,3,1
48,3,1
52,3,1
55,3,1
63,3,1
65,3,1
69,3,1
72,3,1
78,3,-1
79,3,1
99,3,1
17,4,1
20,4,1
27,4,1
28,4,1
33,4,1
34,4,1
71,4,1
96,4,1
98,4,1
1,5,-1
6,5,1
23,5,1
24,5,1
26,5,1
43,5,1
45,5,1
51,5,1
77,5,1
91,5,1
94,5,1
95,5,1
1,6,-1
5,6,1
24,6,1
43,6,1
45,6,1
53,6,1
54,6,1
70,6,1
77,6,1
91,6,1
93,6,-1
94,6,1
95,6,1
98,6,1
13,7,1
22,7,1
36,7,1
38,7,-1
41,7,1
50,7,1
56,7,1
60,7,1
74,7,1
76,7,1
78,7,-1
81,7,1
85,7,1
87,7,-1
88,7,-1
2,8,1
4,8,-1
6,8,1
26,8,1
33,8,1
48,8,1
71,8,1
73,8,1
75,8,1
96,8,1
4,9,-1
11,9,1
21,9,1
23,9,1
43,9,1
53,9,1
63,9,1
64,9,1
66,9,1
79,9,1
83,9,-1
93,9,-1
100,9,-1
16,10,1
47,10,1
49,10,1
55,10,1
57,10,-1
62,10,1
2,11,1
3,11,-1
23,11,1
47,11,1
48,11,1
52,11,1
64,11,1
66,11,1
69,11,1
78,11,-1
79,11,1
91,11,1
99,11,1
8,12,1
17,12,1
26,12,1
70,12,1
72,12,1
73,12,1
75,12,1
97,12,-1
7,13,-1
14,13,1
22,13,1
23,13,1
28,13,1
36,13,1
38,13,-1
41,13,1
56,13,1
67,13,1
74,13,1
76,13,1
78,13,-1
81,13,1
88,13,-1
94,13,1
7,14,-1
15,14,1
28,14,1
38,14,-1
50,14,1
56,14,1
65,14,1
78,14,-1
87,14,-1
14,15,1
28,15,1
38,15,-1
41,15,1
50,15,1
56,15,1
65,15,1
81,15,1
86,15,1
87,15,-1
89,15,-1
18,16,-1
31,16,1
40,16,1
47,16,1
49,16,1
55,16,1
59,16,1
62,16,1
80,16,1
4,17,-1
27,17,1
33,17,1
70,17,1
71,17,1
73,17,1
75,17,1
96,17,1
98,17,1
4,18,-1
10,18,1
16,18,1
20,18,1
30,18,1
31,18,1
40,18,1
47,18,1
49,18,1
55,18,1
57,18,-1
59,18,1
80,18,1
2,19,1
